Id,Address_State,Application_Type,Emp_Length,Emp_Title,Grade,Home_Ownership,Issue_Date,Last_Credit_Pull_Date,Last_Payment_Date,Loan_Status,Next_Payment_Date,Member_Id,Purpose,Sub_Grade,Term,Verification_Status,Annual_Income,Dti,Installment,Int_Rate,Loan_Amount,Total_Acc,Total_Payment
1055810,New York,INDIVIDUAL,< 1 year,The Golden Pair,B,OWN,12/11/2021,4/16/2021,12/14/2021,Fully Paid,1/14/2022,1287382,Credit Card,B3, 36 months,Verified,20000,0.114,165.38,0.1171,5000,6,5954
860937,Missouri,INDIVIDUAL,1 year,Bank Of America,B,OWN,8/11/2021,2/15/2021,2/13/2021,Fully Paid,3/13/2021,1069382,Credit Card,B1, 36 months,Verified,28000,0.213,96.79,0.0999,3000,28,3340
470762,California,INDIVIDUAL,10+ years,Unknown,B,OWN,12/9/2021,8/7/2021,2/10/2021,Fully Paid,3/10/2021,594313,Credit Card,B4, 36 months,Verified,200000,0.0913,765.9,0.1218,23000,11,23234
703302,California,INDIVIDUAL,5 years,Dameron Hospital,B,OWN,3/11/2021,4/14/2021,5/14/2021,Fully Paid,6/14/2021,895245,Credit Card,B5, 36 months,Verified,120000,0.0736,262.33,0.1111,8000,37,9487
624033,Massachusetts,INDIVIDUAL,4 years,"Iatric Systems, Inc",B,OWN,12/10/2021,4/16/2021,12/13/2021,Fully Paid,1/13/2022,799723,Credit Card,B3, 36 months,Verified,95000,0.2319,802.23,0.0962,25000,30,28882
796043,Florida,INDIVIDUAL,< 1 year,Viacom,C,OWN,6/11/2021,3/14/2021,3/14/2021,Fully Paid,4/14/2021,1000797,Credit Card,C1, 36 months,Verified,105000,0.132,168.45,0.1299,5000,23,6046
570718,New York,INDIVIDUAL,10+ years,New York State Unified Court System,C,OWN,8/10/2021,1/16/2021,9/13/2021,Fully Paid,10/13/2021,734135,Credit Card,C2, 36 months,Verified,109000,0.0969,509.83,0.1361,15000,34,18355
663607,New York,INDIVIDUAL,8 years,New York City Dept Of Education,C,OWN,2/11/2021,11/14/2021,10/12/2021,Fully Paid,11/12/2021,848575,Credit Card,C5, 36 months,Verified,65000,0.1861,328.9,0.1417,9600,43,10934
1055405,Texas,INDIVIDUAL,10+ years,Walmart,C,OWN,12/11/2021,5/16/2021,12/14/2021,Fully Paid,1/14/2022,1286957,Credit Card,C5, 36 months,Verified,60000,0.1952,527.06,0.1596,15000,19,18974
924776,Florida,INDIVIDUAL,1 year,Venevision International Llc,C,OWN,11/11/2021,5/16/2021,7/13/2021,Fully Paid,8/13/2021,1145527,Credit Card,C1, 36 months,Verified,72000,0.2018,339.31,0.1349,10000,18,11671
1055426,California,INDIVIDUAL,6 years,"Nolte Associates, Inc.",C,OWN,12/11/2021,12/15/2021,12/14/2021,Fully Paid,1/14/2022,1286980,Credit Card,C5, 36 months,Verified,140000,0.1271,576.26,0.1596,16400,21,20745
482362,California,INDIVIDUAL,10+ years,Savvis,D,OWN,2/10/2021,10/13/2021,2/13/2021,Fully Paid,3/13/2021,613595,Credit Card,D5, 36 months,Verified,130000,0.1962,879.85,0.1607,25000,28,31676
735360,Connecticut,INDIVIDUAL,10+ years,Open Solutions,D,OWN,4/11/2021,4/16/2021,7/13/2021,Fully Paid,8/13/2021,932053,Credit Card,D3, 36 months,Verified,115000,0.1729,1218.1,0.1528,35000,52,43044
367313,Pennsylvania,INDIVIDUAL,< 1 year,Unknown,D,OWN,12/8/2021,1/12/2021,1/12/2021,Fully Paid,2/12/2021,380776,Credit Card,D4, 36 months,Verified,80000,0.1207,277.53,0.1505,8000,14,10007
758355,Maryland,INDIVIDUAL,10+ years,Poole & Associates,D,OWN,5/11/2021,11/12/2021,11/12/2021,Fully Paid,12/12/2021,958512,Credit Card,D4, 36 months,Verified,115000,0.0897,1245.94,0.1689,35000,25,41826
367791,California,INDIVIDUAL,9 years,Cbd College,D,OWN,12/8/2021,9/11/2021,9/11/2021,Fully Paid,10/11/2021,381665,Credit Card,D3, 36 months,Verified,46000,0.1633,345.37,0.1474,10000,36,12392
912901,Texas,INDIVIDUAL,7 years,Texas Health Presbyterian Hospital,D,OWN,11/11/2021,5/16/2021,7/13/2021,Fully Paid,8/13/2021,1133452,Credit Card,D1, 36 months,Verified,85000,0.1676,494.21,0.1629,14000,29,16950
845055,New York,INDIVIDUAL,5 years,Bny Mellon,D,OWN,8/11/2021,5/16/2021,9/14/2021,Fully Paid,10/14/2021,1056195,Credit Card,D1, 36 months,Verified,62000,0.1407,167.86,0.1562,4800,31,6043
809142,Georgia,INDIVIDUAL,10+ years,Piedmont Fayette Hospital,E,OWN,7/11/2021,5/16/2021,8/14/2021,Fully Paid,9/14/2021,1015931,Credit Card,E3, 36 months,Verified,60000,0.2272,731,0.1879,20000,23,26327
682975,California,INDIVIDUAL,1 year,Williams Lea,A,RENT,2/11/2021,11/13/2021,9/11/2021,Fully Paid,10/11/2021,872243,Credit Card,A1, 36 months,Verified,50000,0.2388,120.64,0.0542,4000,26,4102
845857,Illinois,INDIVIDUAL,1 year,Pnc Mortgage,A,RENT,8/11/2021,5/16/2021,9/14/2021,Fully Paid,10/14/2021,1057148,Credit Card,A1, 36 months,Verified,59000,0.1263,165.88,0.0542,5500,18,5972
572236,District of Columbia,INDIVIDUAL,1 year,Professional Sports Care And Rehab,A,RENT,8/10/2021,5/16/2021,9/13/2021,Fully Paid,10/13/2021,736060,Credit Card,A2, 36 months,Verified,55000,0.1277,116.92,0.0676,3800,32,4209
670978,Missouri,INDIVIDUAL,1 year,Citi Group,A,RENT,2/11/2021,5/16/2021,3/14/2021,Fully Paid,4/14/2021,857821,Credit Card,A3, 36 months,Verified,85000,0.1454,323.83,0.0692,10500,33,11659
378036,New York,INDIVIDUAL,1 year,Ernst & Young Llp,A,RENT,2/9/2021,5/13/2021,10/11/2021,Fully Paid,11/11/2021,402702,Credit Card,A3, 36 months,Verified,44000,0.1696,188.02,0.08,6000,17,6746
831300,Colorado,INDIVIDUAL,1 year,Mellow Mushroom,A,RENT,7/11/2021,5/16/2021,8/14/2021,Fully Paid,9/14/2021,1040514,Credit Card,A4, 36 months,Verified,25200,0.2419,256.59,0.0749,8250,11,9237
444498,Florida,INDIVIDUAL,1 year,Self Employed,A,RENT,10/9/2021,5/16/2021,10/12/2021,Fully Paid,11/12/2021,542002,Credit Card,A4, 36 months,Verified,85000,0.2353,79.03,0.0859,2500,27,2845
363071,Texas,INDIVIDUAL,1 year,Epic Merchant,A,RENT,11/8/2021,4/14/2021,1/10/2021,Fully Paid,2/10/2021,372819,Credit Card,A4, 36 months,Verified,85000,0.015,458.39,0.0907,14400,14,15676
604655,Virginia,INDIVIDUAL,1 year,L-3 Communications,A,RENT,11/10/2021,11/13/2021,11/13/2021,Fully Paid,12/13/2021,775705,Credit Card,A5, 36 months,Verified,126000,0.2413,308.36,0.0691,10000,27,11101
658256,New York,INDIVIDUAL,10+ years,Royal Realty,A,RENT,1/11/2021,2/14/2021,2/14/2021,Fully Paid,3/14/2021,841798,Credit Card,A1, 36 months,Verified,46200,0.2662,180.96,0.0542,6000,30,6515
830945,California,INDIVIDUAL,10+ years,3E Company,A,RENT,7/11/2021,5/16/2021,3/14/2021,Fully Paid,4/14/2021,1040133,Credit Card,A2, 36 months,Verified,140000,0.2255,248.67,0.0599,8175,18,8933
381545,Massachusetts,INDIVIDUAL,10+ years,Plaistow Police Dept,A,RENT,2/9/2021,4/16/2021,3/12/2021,Fully Paid,4/12/2021,410126,Credit Card,A3, 36 months,Verified,68508,0.0822,219.36,0.08,7000,22,7897
774817,California,INDIVIDUAL,10+ years,Office Depot,A,RENT,6/11/2021,5/16/2021,7/13/2021,Fully Paid,8/13/2021,977020,Credit Card,A3, 36 months,Verified,19200,0.1969,154.37,0.0699,5000,28,5499
969029,Hawaii,INDIVIDUAL,10+ years,Hys Steak House,A,RENT,10/11/2021,8/14/2021,7/14/2021,Fully Paid,8/14/2021,1190224,Credit Card,A4, 36 months,Verified,40000,0.1725,219.04,0.079,7000,11,7877
655392,Rhode Island,INDIVIDUAL,10+ years,Nuwc,A,RENT,1/11/2021,11/15/2021,2/14/2021,Fully Paid,3/14/2021,838222,Credit Card,A5, 36 months,Verified,108000,0.0333,155.9,0.0766,5000,8,5613
660470,Nevada,INDIVIDUAL,10+ years,Desert Research Institute,A,RENT,1/11/2021,4/12/2021,4/12/2021,Fully Paid,5/12/2021,844728,Credit Card,A5, 36 months,Verified,29435,0.1676,374.16,0.0766,12000,5,12797
625430,Illinois,INDIVIDUAL,10+ years,"Civic Center, City Of Marion, Illinois",A,RENT,12/10/2021,12/11/2021,1/12/2021,Fully Paid,2/12/2021,801509,Credit Card,A5, 36 months,Verified,51060,0.2456,655.27,0.0691,21250,10,22190
496767,California,INDIVIDUAL,10+ years,Paychex Inc,A,RENT,3/10/2021,3/16/2021,9/10/2021,Fully Paid,10/10/2021,636624,Credit Card,A5, 36 months,Verified,68000,0.0286,516.13,0.0788,16500,26,16652
819657,New York,INDIVIDUAL,10+ years,"D. E. Shaw & Co., L.P.",A,RENT,7/11/2021,5/16/2021,8/14/2021,Fully Paid,9/14/2021,1027796,Credit Card,A5, 36 months,Verified,200000,0.1286,315.63,0.0849,10000,22,11363
966310,Pennsylvania,INDIVIDUAL,10+ years,Thomas Jeffersoon Hospital,A,RENT,10/11/2021,5/16/2021,10/14/2021,Fully Paid,11/14/2021,1187181,Credit Card,A5, 36 months,Verified,93000,0.235,381.04,0.089,12000,26,13717
426389,Maryland,INDIVIDUAL,10+ years,Naval Air Systems Command,A,RENT,8/9/2021,9/11/2021,9/11/2021,Fully Paid,10/11/2021,503349,Credit Card,A5, 36 months,Verified,116000,0.0714,349.49,0.0894,11000,48,12385
677983,Massachusetts,INDIVIDUAL,2 years,Swaptree,A,RENT,2/11/2021,3/14/2021,3/14/2021,Fully Paid,4/14/2021,866221,Credit Card,A1, 36 months,Verified,92000,0.0496,120.64,0.0542,4000,19,4343
495797,Illinois,INDIVIDUAL,2 years,Northwestern University,A,RENT,3/10/2021,9/11/2021,9/11/2021,Fully Paid,10/11/2021,635149,Credit Card,A2, 36 months,Verified,25200,0.0605,55.39,0.0676,1800,15,1923
653662,California,INDIVIDUAL,2 years,Rosewood Hotels,A,RENT,1/11/2021,10/13/2021,4/13/2021,Fully Paid,5/13/2021,835935,Credit Card,A3, 36 months,Verified,28608,0.151,215.89,0.0692,7000,15,7706
666705,Arizona,INDIVIDUAL,2 years,"Cwie, Llc",A,RENT,2/11/2021,9/15/2021,12/12/2021,Fully Paid,1/12/2022,852365,Credit Card,A4, 36 months,Verified,45000,0.2165,280.64,0.0729,9050,18,9905
968858,Connecticut,INDIVIDUAL,2 years,Mother Industries,A,RENT,10/11/2021,4/16/2021,10/14/2021,Fully Paid,11/14/2021,1189856,Credit Card,A4, 36 months,Verified,115000,0.0414,1095.16,0.079,35000,14,39426
967872,Connecticut,INDIVIDUAL,2 years,Unknown,A,RENT,10/11/2021,4/16/2021,7/14/2021,Fully Paid,8/14/2021,1188825,Credit Card,A4, 36 months,Verified,45000,0.284,414.6,0.079,13250,16,14909
683110,Arizona,INDIVIDUAL,2 years,"Acumen, Inc.",A,RENT,11/11/2021,5/16/2021,12/14/2021,Fully Paid,1/14/2022,872393,Credit Card,A4, 36 months,Verified,95000,0.1533,1095.16,0.079,35000,39,39426
793748,Alabama,INDIVIDUAL,2 years,United State Army,A,RENT,6/11/2021,12/15/2021,7/14/2021,Fully Paid,8/14/2021,998283,Credit Card,A4, 36 months,Verified,45840,0.2783,149.29,0.0749,4800,12,5374
965356,Washington,INDIVIDUAL,2 years,C3,A,RENT,11/11/2021,11/14/2021,11/14/2021,Fully Paid,12/14/2021,1186385,Credit Card,A5, 36 months,Verified,175000,0.0699,793.84,0.089,25000,22,28578
748463,Georgia,INDIVIDUAL,3 years,Miller Direct Inc.,A,RENT,5/11/2021,9/15/2021,5/13/2021,Fully Paid,6/13/2021,947507,Credit Card,A1, 36 months,Verified,27600,0.1426,120.64,0.0542,4000,22,4302
643031,Arizona,INDIVIDUAL,3 years,Department Of Health And Human Services,A,RENT,1/11/2021,4/15/2021,6/13/2021,Fully Paid,7/13/2021,804060,Credit Card,A2, 36 months,Verified,180000,0.2177,339.67,0.0579,11200,53,12183
615639,Georgia,INDIVIDUAL,3 years,At&T,A,RENT,11/10/2021,9/12/2021,9/12/2021,Fully Paid,10/12/2021,789454,Credit Card,A3, 36 months,Verified,39184,0.23,183,0.0617,6000,25,6478
783614,Virginia,INDIVIDUAL,3 years,Northrop Grumman Information Systems,A,RENT,6/11/2021,4/14/2021,5/14/2021,Fully Paid,6/14/2021,986748,Credit Card,A4, 36 months,Verified,80000,0.156,622.04,0.0749,20000,23,22372
1014640,Ohio,INDIVIDUAL,3 years,Buckeye Cable,A,RENT,11/11/2021,11/14/2021,11/14/2021,Fully Paid,12/14/2021,1242040,Credit Card,A4, 36 months,Verified,27900,0.2185,332.46,0.079,10625,11,11969
968633,Massachusetts,INDIVIDUAL,3 years,Harvard University,A,RENT,10/11/2021,11/15/2021,8/14/2021,Fully Paid,9/14/2021,1189618,Credit Card,A4, 36 months,Verified,30000,0.1408,125.17,0.079,4000,17,4503
723685,California,INDIVIDUAL,3 years,O'Reilly Auto Parts,A,RENT,4/11/2021,3/13/2021,3/13/2021,Fully Paid,4/13/2021,918699,Credit Card,A5, 36 months,Verified,22000,0.0725,280.62,0.0766,9000,7,9945
874327,Virginia,INDIVIDUAL,3 years,United States Patent & Trademark Office,A,RENT,9/11/2021,9/14/2021,9/14/2021,Fully Paid,10/14/2021,1088736,Credit Card,A5, 36 months,Verified,60682,0.0783,273.02,0.0849,8650,12,9829
526929,Arizona,INDIVIDUAL,3 years,Goodrich Corporation,A,RENT,6/10/2021,6/12/2021,6/12/2021,Fully Paid,7/12/2021,681617,Credit Card,A5, 36 months,Verified,66000,0.1676,267.46,0.0788,8550,20,9495
529320,California,INDIVIDUAL,3 years,Yahoo!,A,RENT,6/10/2021,6/13/2021,6/13/2021,Fully Paid,7/13/2021,684522,Credit Card,A5, 36 months,Verified,103000,0.1817,580.27,0.0788,18550,24,20891
885388,Oregon,INDIVIDUAL,3 years,Mentor Graphics Corp,A,RENT,9/11/2021,9/14/2021,10/14/2021,Fully Paid,11/14/2021,1101063,Credit Card,A5, 36 months,Verified,67550,0.2439,222.28,0.089,7000,21,8002
608417,California,INDIVIDUAL,4 years,Department Of Defense,A,RENT,11/10/2021,5/16/2021,11/13/2021,Fully Paid,12/13/2021,780485,Credit Card,A3, 36 months,Verified,50000,0.1706,305,0.0617,10000,21,10981
894438,Illinois,INDIVIDUAL,4 years,Superfund Asset Management,A,RENT,10/11/2021,10/14/2021,10/14/2021,Fully Paid,11/14/2021,1111623,Credit Card,A4, 36 months,Verified,140000,0.1018,625.81,0.079,20000,13,22529
521763,New York,INDIVIDUAL,4 years,Liberty Mutual Group,A,RENT,5/10/2021,4/16/2021,6/13/2021,Fully Paid,7/13/2021,674786,Credit Card,A4, 36 months,Verified,82150,0.0619,155.56,0.0751,5000,19,5600
653781,Montana,INDIVIDUAL,4 years,"Directv, Inc",A,RENT,1/11/2021,1/14/2021,2/14/2021,Fully Paid,3/14/2021,836138,Credit Card,A4, 36 months,Verified,19800,0.2,248.08,0.0729,8000,12,8931
455697,New Mexico,INDIVIDUAL,4 years,Orphic Workshop,A,RENT,11/9/2021,3/12/2021,12/10/2021,Fully Paid,1/10/2022,565294,Credit Card,A5, 36 months,Verified,30000,0.118,274.83,0.0894,8650,21,9362
1039410,California,INDIVIDUAL,4 years,Pitney Bowes,A,RENT,11/11/2021,3/16/2021,12/14/2021,Fully Paid,1/14/2022,1269341,Credit Card,A5, 36 months,Verified,60000,0.1062,228.63,0.089,7200,7,8230
710350,New York,INDIVIDUAL,4 years,Memmorial Sloane Kettering,A,RENT,3/11/2021,5/16/2021,8/13/2021,Fully Paid,9/13/2021,903095,Credit Card,A5, 36 months,Verified,72000,0.1102,748.32,0.0766,24000,12,26771
689549,California,INDIVIDUAL,5 years,British Motor Car Dist,A,RENT,3/11/2021,5/16/2021,10/11/2021,Fully Paid,11/11/2021,879853,Credit Card,A1, 36 months,Verified,60000,0.1578,217.16,0.0542,7200,37,7410
859187,California,INDIVIDUAL,5 years,Allstate Insurance Co.,A,RENT,8/11/2021,6/14/2021,6/14/2021,Fully Paid,7/14/2021,1071867,Credit Card,A4, 36 months,Verified,58000,0.1446,155.51,0.0749,5000,21,5593
650292,Ohio,INDIVIDUAL,5 years,"Progressive Alternatives, Llc",A,RENT,1/11/2021,5/16/2021,10/13/2021,Fully Paid,11/13/2021,831859,Credit Card,A5, 36 months,Verified,119000,0.2303,444.32,0.0766,14250,16,15979
430920,New Jersey,INDIVIDUAL,5 years,Hgl Welfare Funds,A,RENT,8/9/2021,8/12/2021,8/12/2021,Fully Paid,9/12/2021,511228,Credit Card,A5, 36 months,Verified,60000,0.194,385.14,0.0963,12000,17,13865
636359,Utah,INDIVIDUAL,5 years,Brinks Inc,A,RENT,12/10/2021,8/15/2021,8/12/2021,Fully Paid,9/12/2021,815213,Credit Card,A5, 36 months,Verified,110000,0.1265,616.72,0.0691,20000,22,21678
967089,Texas,INDIVIDUAL,6 years,Invesco,A,RENT,9/11/2021,5/16/2021,10/14/2021,Fully Paid,11/14/2021,1187998,Credit Card,A1, 36 months,Verified,37500,0.1574,152.18,0.0603,5000,25,5478
883067,New York,INDIVIDUAL,6 years,United States Army,A,RENT,9/11/2021,5/16/2021,5/13/2021,Fully Paid,6/13/2021,1098324,Credit Card,A2, 36 months,Verified,61200,0.2227,343.89,0.0662,11200,24,12131
1016424,Illinois,INDIVIDUAL,6 years,The Fellowship Of St. James,A,RENT,11/11/2021,12/14/2021,12/14/2021,Fully Paid,1/14/2022,1244127,Credit Card,A4, 36 months,Verified,45000,0.0496,125.17,0.079,4000,9,4521
648247,Ohio,INDIVIDUAL,6 years,Abercrombie And Fitch,A,RENT,2/11/2021,5/16/2021,2/14/2021,Fully Paid,3/14/2021,829327,Credit Card,A4, 36 months,Verified,62000,0.1297,387.63,0.0729,12500,24,13956
884303,Massachusetts,INDIVIDUAL,6 years,Zwicker And Associates P.C.,A,RENT,9/11/2021,4/13/2021,4/13/2021,Fully Paid,5/13/2021,1099727,Credit Card,A4, 36 months,Verified,80000,0.1723,563.23,0.079,18000,21,19669
966311,New York,INDIVIDUAL,6 years,Kingsbrook Jewish Medical Center,A,RENT,10/11/2021,10/14/2021,10/14/2021,Fully Paid,11/14/2021,1187182,Credit Card,A5, 36 months,Verified,80800,0.2091,381.04,0.089,12000,26,13717
980278,Texas,INDIVIDUAL,7 years,Lone Star National Bank,A,RENT,10/11/2021,5/16/2021,9/14/2021,Fully Paid,10/14/2021,1203454,Credit Card,A3, 36 months,Verified,86400,0.1582,525,0.0751,16875,18,18898
581359,Florida,INDIVIDUAL,7 years,The Ritz-Carlton South Beach,A,RENT,9/10/2021,5/16/2021,10/13/2021,Fully Paid,11/13/2021,747255,Credit Card,A5, 36 months,Verified,37086,0.1178,228.36,0.0788,7300,17,8221
835139,New York,INDIVIDUAL,8 years,Greenburgh Central School District #7,A,RENT,9/11/2021,8/14/2021,8/14/2021,Fully Paid,9/14/2021,1045050,Credit Card,A4, 36 months,Verified,80690,0.2158,933.05,0.0749,30000,15,33439
543957,Virginia,INDIVIDUAL,8 years,Ameriprise Financial,A,RENT,1/11/2021,5/16/2021,12/13/2021,Fully Paid,1/13/2022,701758,Credit Card,A4, 36 months,Verified,104000,0.2,396.93,0.0729,12800,23,14283
885009,Colorado,INDIVIDUAL,9 years,Sam'S Club,A,RENT,9/11/2021,5/16/2021,7/14/2021,Fully Paid,8/14/2021,1100595,Credit Card,A5, 36 months,Verified,27000,0.1511,349.29,0.089,11000,11,12559
586536,Nevada,INDIVIDUAL,9 years,Bellagio,A,RENT,9/10/2021,1/14/2021,4/13/2021,Fully Paid,5/13/2021,753510,Credit Card,A5, 36 months,Verified,21600,0.1056,187.69,0.0788,6000,14,6731
652607,New York,INDIVIDUAL,< 1 year,"Apple, Inc.",A,RENT,1/11/2021,3/13/2021,3/13/2021,Fully Paid,4/13/2021,834627,Credit Card,A1, 36 months,Verified,30000,0.072,195.29,0.0542,6475,24,6974
714580,Massachusetts,INDIVIDUAL,< 1 year,Apex Systems Inc,A,RENT,4/11/2021,4/14/2021,4/14/2021,Fully Paid,5/14/2021,908014,Credit Card,A4, 36 months,Verified,60000,0.1666,744.24,0.0729,24000,16,26793
600029,California,INDIVIDUAL,< 1 year,Quince,A,RENT,10/10/2021,8/13/2021,8/13/2021,Fully Paid,9/13/2021,770143,Credit Card,A4, 36 months,Verified,50000,0.0934,276.01,0.0654,14000,16,9852
873910,California,INDIVIDUAL,< 1 year,The Gap,A,RENT,10/11/2021,5/16/2021,11/14/2021,Fully Paid,12/14/2021,1088300,Credit Card,A4, 36 months,Verified,62000,0.0825,469.36,0.079,15000,10,16897
889750,Florida,INDIVIDUAL,< 1 year,Mg Auto Sale Corp,A,RENT,10/11/2021,4/15/2021,3/14/2021,Fully Paid,4/14/2021,1106292,Credit Card,A4, 36 months,Verified,60000,0.1016,750.97,0.079,24000,17,26640
541358,New York,INDIVIDUAL,< 1 year,Jcpenney,A,RENT,7/10/2021,5/16/2021,10/11/2021,Fully Paid,11/11/2021,698789,Credit Card,A4, 36 months,Verified,22000,0.246,77.78,0.0751,2500,22,2693
512005,California,INDIVIDUAL,< 1 year,Acento Advertising,A,RENT,5/10/2021,5/13/2021,5/13/2021,Fully Paid,6/13/2021,661438,Credit Card,A5, 36 months,Verified,60000,0.0594,218.97,0.0788,7000,6,7883
839904,Illinois,INDIVIDUAL,< 1 year,American Imaging Management,A,RENT,8/11/2021,4/14/2021,4/14/2021,Fully Paid,5/14/2021,1050176,Credit Card,A5, 36 months,Verified,63000,0.1185,176.76,0.0849,5600,16,6351
610562,Massachusetts,INDIVIDUAL,< 1 year,Grace Performing Arts Academy,A,RENT,11/10/2021,5/16/2021,3/13/2021,Fully Paid,4/13/2021,782993,Credit Card,A5, 36 months,Verified,26000,0.2474,107.93,0.0691,3500,15,3864
820266,Maryland,INDIVIDUAL,< 1 year,Johns Hopkins Bayview Medical Center,A,RENT,7/11/2021,12/13/2021,12/13/2021,Fully Paid,1/13/2022,1028478,Credit Card,A5, 36 months,Verified,60000,0.2854,416.64,0.0849,13200,16,14895
553239,Texas,INDIVIDUAL,< 1 year,Hewlett Packard,A,RENT,7/10/2021,5/16/2021,8/13/2021,Fully Paid,9/13/2021,712824,Credit Card,A5, 36 months,Verified,50500,0.0927,126.69,0.0788,4050,15,4561
376430,California,INDIVIDUAL,< 1 year,"Polygon Visual Effects, Llc",A,RENT,2/9/2021,2/12/2021,2/12/2021,Fully Paid,3/12/2021,399494,Credit Card,A5, 36 months,Verified,31200,0.2246,192.57,0.0963,6000,22,6932
539392,Washington,INDIVIDUAL,1 year,Department Of The Navy,A,RENT,7/10/2021,10/13/2021,10/10/2021,Fully Paid,11/10/2021,696535,Credit Card,A5, 36 months,Verified,93200,0.1263,275.28,0.0788,8800,27,8915
663626,California,INDIVIDUAL,10+ years,Unknown,A,RENT,2/11/2021,4/16/2021,2/14/2021,Fully Paid,3/14/2021,848595,Credit Card,A3, 36 months,Verified,37000,0.2212,277.57,0.0692,9000,17,9994
499756,Pennsylvania,INDIVIDUAL,10+ years,T-Mobile,A,RENT,4/10/2021,7/12/2021,7/12/2021,Fully Paid,8/12/2021,641581,Credit Card,A3, 36 months,Verified,67000,0.0978,92.82,0.0714,3000,30,3317
613950,Florida,INDIVIDUAL,10+ years,Greenseid Catering,A,RENT,11/10/2021,4/15/2021,12/13/2021,Fully Paid,1/13/2022,787114,Credit Card,A5, 36 months,Verified,40000,0.0582,81.72,0.0691,20000,15,2942
793919,New Jersey,INDIVIDUAL,10+ years,Cape May County M.U.A,A,RENT,7/11/2021,8/15/2021,7/14/2021,Fully Paid,8/14/2021,998477,Credit Card,A5, 36 months,Verified,51500,0.2999,473.45,0.0849,15000,27,17044
533216,California,INDIVIDUAL,10+ years,Dod,A,RENT,6/10/2021,6/12/2021,6/12/2021,Fully Paid,7/12/2021,673442,Credit Card,A5, 36 months,Verified,96000,0.2066,625.63,0.0788,20000,31,21743
651929,California,INDIVIDUAL,2 years,Herrero Contractors,A,RENT,1/11/2021,8/12/2021,7/12/2021,Fully Paid,8/12/2021,833865,Credit Card,A3, 36 months,Verified,86700,0.249,345.42,0.0692,11200,39,12068
1004514,California,INDIVIDUAL,2 years,Insurance Group,A,RENT,11/11/2021,3/14/2021,2/14/2021,Fully Paid,3/14/2021,1231160,Credit Card,A4, 36 months,Verified,69000,0.1577,863.62,0.079,27600,46,30591
423840,Texas,INDIVIDUAL,3 years,Continental Airlines,A,RENT,7/9/2021,7/12/2021,7/12/2021,Fully Paid,8/12/2021,498380,Credit Card,A3, 36 months,Verified,29000,0.216,108.11,0.08,3450,21,3892
626600,Illinois,INDIVIDUAL,3 years,Leapfrog Online Customer Acquisition Llc,A,RENT,12/10/2021,5/15/2021,12/13/2021,Fully Paid,1/13/2022,802957,Credit Card,A4, 36 months,Verified,89610,0.1079,171.74,0.0654,5600,16,6183
997316,Virginia,INDIVIDUAL,3 years,Atpco,A,RENT,11/11/2021,2/14/2021,2/14/2021,Fully Paid,3/14/2021,1222413,Credit Card,A4, 36 months,Verified,101000,0.0727,625.81,0.079,20000,15,22296
387196,Virginia,INDIVIDUAL,3 years,Verisign,A,RENT,3/9/2021,12/10/2021,11/9/2021,Fully Paid,12/9/2021,419964,Credit Card,A5, 36 months,Verified,105000,0.0319,224.66,0.0963,7000,27,7284
972572,New York,INDIVIDUAL,4 years,Ernst & Young Llp,A,RENT,10/11/2021,5/13/2021,5/13/2021,Fully Paid,6/13/2021,1194524,Credit Card,A2, 36 months,Verified,58000,0.1781,429.86,0.0662,14000,22,14920
848329,California,INDIVIDUAL,4 years,Merrill Lynch,A,RENT,8/11/2021,5/16/2021,10/13/2021,Fully Paid,11/13/2021,1059923,Credit Card,A3, 36 months,Verified,65000,0.0914,259.33,0.0699,8400,26,9244
506769,New York,INDIVIDUAL,4 years,Hanger Prosthetics And Orthotics,A,RENT,4/10/2021,9/14/2021,1/11/2021,Fully Paid,2/11/2021,609266,Credit Card,A5, 36 months,Verified,68000,0.0635,272.14,0.0788,8700,21,9102
563058,California,INDIVIDUAL,5 years,Time Warner,A,RENT,8/10/2021,8/13/2021,8/13/2021,Fully Paid,9/13/2021,724551,Credit Card,A3, 36 months,Verified,54100,0.1091,139.24,0.0714,4500,26,5013
590312,Florida,INDIVIDUAL,5 years,"Drs. Scott, Watson, Miller, & Berdy",A,RENT,10/10/2021,2/12/2021,2/12/2021,Fully Paid,3/12/2021,758284,Credit Card,A4, 36 months,Verified,36000,0.2267,435.56,0.0751,14000,16,15133
1042785,Michigan,INDIVIDUAL,5 years,Target,A,RENT,12/11/2021,12/14/2021,12/14/2021,Fully Paid,1/14/2022,1272878,Credit Card,A5, 36 months,Verified,12000,0.068,95.26,0.089,3000,14,3429
444692,New York,INDIVIDUAL,6 years,Usaf,A,RENT,9/9/2021,9/14/2021,11/9/2021,Fully Paid,12/9/2021,542445,Credit Card,A5, 36 months,Verified,75996,0.0679,508.35,0.0894,16000,30,16120
396590,Virginia,INDIVIDUAL,7 years,Unknown,A,RENT,4/9/2021,11/10/2021,11/10/2021,Fully Paid,12/10/2021,436894,Credit Card,A4, 36 months,Verified,54500,0.0469,76.68,0.0932,2400,12,2663
469932,Connecticut,INDIVIDUAL,8 years,The Home Depot Inc.,A,RENT,12/9/2021,4/16/2021,1/13/2021,Fully Paid,2/13/2021,593048,Credit Card,A5, 36 months,Verified,35000,0.0758,285.95,0.0894,9000,12,10295
